Name	Sample	coef_post	coef_surg	pval_post	pval_surg	n_PRE	n_POST	n_SURG
BPmed_byGroup	B	-0.27956883336557	-0.218025495766209	0.00665184314829736	0.0373218377453693	178	375	183
